Date;Day Of Week;Holiday;Tomorrow Holiday;WIND SPEED (m/s);WIND DIRECTION (°);TEMPERATURE (ºC);RELATIVE HUMIDITY (%);BARIOMETRIC PRESSURE (mb);SOLAR RADIATION (W/m2);PRECIPITATION (l/m2)
2022-01-01;Saturday;True;False;0.48777777777777775;56.77777777777778;9.686363636363636;62.285714285714285;953.8571428571429;101.0;0.0
2022-01-02;Sunday;False;False;0.47555555555555556;31.555555555555557;8.945454545454545;67.71428571428571;954.4285714285714;90.14285714285714;0.0
2022-01-03;Monday;False;False;0.5522222222222222;41.22222222222222;8.981818181818182;76.23809523809524;951.7142857142857;94.71428571428571;0.0
2022-01-04;Tuesday;False;False;1.39;96.22222222222223;7.15;83.61904761904762;943.1428571428571;47.0;4.655555555555555
2022-01-05;Wednesday;False;True;1.6433333333333333;148.33333333333334;6.286363636363637;72.38095238095238;944.5714285714286;82.0;3.7666666666666666
2022-01-06;Thursday;True;False;0.6599999999999999;64.22222222222223;4.572727272727272;76.42857142857143;946.2857142857143;111.0;0.022222222222222223
2022-01-07;Friday;False;False;0.8288888888888889;20.0;5.2272727272727275;66.61904761904762;952.1428571428571;109.57142857142857;0.0
2022-01-08;Saturday;False;False;0.6944444444444444;35.0;3.4318181818181817;76.19047619047619;952.8571428571429;76.71428571428571;0.0
2022-01-09;Sunday;False;False;1.9155555555555555;152.11111111111111;8.713636363636365;71.28571428571429;948.7142857142857;98.85714285714286;0.0
2022-01-10;Monday;False;False;1.4533333333333334;17.444444444444443;11.761904761904763;69.3;947.8571428571429;120.57142857142857;0.0
2022-01-11;Tuesday;False;False;0.7611111111111111;12.666666666666666;9.861904761904762;67.3;950.2857142857143;109.0;0.0
2022-01-12;Wednesday;False;False;0.8533333333333333;53.333333333333336;6.9714285714285715;57.85;952.8571428571429;117.71428571428571;0.0
2022-01-13;Thursday;False;False;0.7533333333333334;23.0;4.786363636363636;60.857142857142854;956.1428571428571;95.71428571428571;0.0
2022-01-14;Friday;False;False;0.749;34.0;3.8434782608695657;62.95454545454545;955.7142857142857;117.0;0.0
2022-01-15;Saturday;False;False;0.546;51.5;3.739130434782609;63.0;952.5;115.375;0.0
2022-01-16;Sunday;False;False;0.485;84.8;3.8347826086956522;67.72727272727273;954.125;117.625;0.0
2022-01-17;Monday;False;False;0.485;64.55555555555556;4.48695652173913;63.45454545454545;955.5;109.625;0.0
2022-01-18;Tuesday;False;False;0.45444444444444443;12.666666666666666;4.678260869565217;55.13636363636363;953.7142857142857;117.625;0.0
2022-01-19;Wednesday;False;False;0.4366666666666667;73.4;4.539130434782609;48.0;952.8571428571429;118.875;0.0
2022-01-20;Thursday;False;False;0.8957142857142857;31.428571428571427;5.035;54.8421052631579;950.0;115.2;0.0
2022-01-21;Friday;False;False;0.6599999999999999;28.666666666666668;3.5818181818181816;58.714285714285715;950.3333333333334;122.14285714285714;0.0
2022-01-22;Saturday;False;False;0.7211111111111111;12.88888888888889;3.7818181818181817;57.0;951.8571428571429;118.14285714285714;0.0
2022-01-23;Sunday;False;False;0.602;20.3;3.9478260869565216;69.0;951.125;91.125;0.0
2022-01-24;Monday;False;False;0.636;20.6;4.930434782608696;64.86363636363636;951.875;56.5;0.0
2022-01-25;Tuesday;False;False;0.76;38.9;6.380952380952381;61.35;954.375;55.375;0.0
2022-01-26;Wednesday;False;False;0.85;59.2;4.747619047619048;65.1;953.625;122.625;0.0
2022-01-27;Thursday;False;False;0.74;20.2;6.139130434782608;53.40909090909091;952.7142857142857;132.25;0.0
2022-01-28;Friday;False;False;0.686;21.3;6.254545454545454;39.0;954.875;140.375;0.0
2022-01-29;Saturday;False;False;0.6788888888888889;32.22222222222222;6.847619047619048;33.7;955.8571428571429;143.71428571428572;0.0
2022-01-30;Sunday;False;False;0.517;14.5;7.068181818181818;34.857142857142854;953.5;138.0;0.0
2022-01-31;Monday;False;False;0.77;13.6;6.913636363636363;38.38095238095238;952.0;139.625;0.0
2022-02-01;Tuesday;False;False;2.2350000000000003;21.2;9.780952380952382;50.57142857142857;952.625;142.25;0.0
2022-02-02;Wednesday;False;False;0.5611111111111111;11.777777777777779;10.41;55.95;951.8571428571429;147.85714285714286;0.0
2022-02-03;Thursday;False;False;0.6255555555555555;53.55555555555556;9.155;56.3;948.0;129.71428571428572;0.0
2022-02-04;Friday;False;False;0.4977777777777778;63.0;9.105;64.7;947.0;92.71428571428571;0.0
2022-02-05;Saturday;False;False;1.4966666666666668;26.333333333333332;9.215;57.7;948.8571428571429;132.57142857142858;0.0
2022-02-06;Sunday;False;False;0.8955555555555557;34.333333333333336;7.765000000000001;43.6;951.8571428571429;154.42857142857142;0.0
2022-02-07;Monday;False;False;0.8033333333333333;17.666666666666668;8.809999999999999;45.4;952.7142857142857;154.28571428571428;0.0
2022-02-08;Tuesday;False;False;0.9844444444444443;29.77777777777778;9.675;49.45;953.4285714285714;156.14285714285714;0.0
2022-02-09;Wednesday;False;False;0.6888888888888889;28.444444444444443;9.08095238095238;55.095238095238095;952.8333333333334;157.0;0.0
2022-02-10;Thursday;False;False;0.5544444444444445;52.55555555555556;9.038095238095238;58.38095238095238;951.1666666666666;142.85714285714286;0.0
2022-02-11;Friday;False;False;0.6411111111111111;53.333333333333336;10.355;58.45;950.1428571428571;134.71428571428572;0.0
2022-02-12;Saturday;False;False;0.72875;116.875;9.794736842105262;57.68421052631579;948.4285714285714;142.0;0.0
2022-02-13;Sunday;False;False;1.7466666666666668;136.22222222222223;8.945;67.0;945.1428571428571;102.57142857142857;0.0
2022-02-14;Monday;False;False;2.21875;188.375;7.957894736842104;61.0;943.8333333333334;159.0;0.8500000000000001
2022-02-15;Tuesday;False;False;1.1325;201.375;7.75;54.8;951.0;167.66666666666666;0.0
2022-02-16;Wednesday;False;False;1.25;96.55555555555556;9.366666666666665;59.57142857142857;952.8571428571429;152.71428571428572;0.0
2022-02-17;Thursday;False;False;0.5928571428571429;65.71428571428571;10.68421052631579;65.36842105263158;952.0;173.8;0.0
2022-02-18;Friday;False;False;0.785;39.0;11.827777777777778;63.0;945.25;169.5;0.0
2022-02-19;Saturday;False;False;1.7785714285714285;29.285714285714285;9.678947368421053;54.21052631578947;946.4;96.8;0.0
2022-02-20;Sunday;False;False;0.6950000000000001;23.375;8.11;50.6;952.8333333333334;185.33333333333334;0.0
2022-02-21;Monday;False;False;0.9600000000000001;16.77777777777778;10.833333333333334;47.42857142857143;952.2857142857143;184.42857142857142;0.0
2022-02-22;Tuesday;False;False;1.098888888888889;32.888888888888886;12.42;25.3;952.5714285714286;192.14285714285714;0.0
2022-02-23;Wednesday;False;False;0.7711111111111111;31.666666666666668;11.178947368421053;36.10526315789474;948.5714285714286;153.57142857142858;0.0
2022-02-24;Thursday;False;False;0.7266666666666667;35.55555555555556;10.504999999999999;42.6;946.1428571428571;125.0;0.0
2022-02-25;Friday;False;False;1.427;25.0;8.404545454545454;69.4090909090909;948.75;37.875;2.8625
2022-02-26;Saturday;False;False;1.3122222222222222;39.888888888888886;7.980952380952381;79.28571428571429;946.5714285714286;22.142857142857142;2.157142857142857
2022-02-27;Sunday;False;False;0.78625;45.375;9.85;69.65;946.6666666666666;134.66666666666666;0.16666666666666666
2022-02-28;Monday;False;False;0.835;72.375;11.01;63.9;949.5;196.33333333333334;0.0
2022-03-01;Tuesday;False;False;0.99;119.77777777777777;11.440000000000001;57.95238095238095;948.5;198.14285714285714;0.0
2022-03-02;Wednesday;False;False;1.78875;209.75;12.255555555555555;56.8421052631579;946.4;193.16666666666666;0.0
2022-03-03;Thursday;False;False;0.7955555555555556;67.44444444444444;8.344444444444443;77.57894736842105;941.8333333333334;43.0;11.928571428571429
2022-03-04;Friday;False;False;1.955;18.25;9.059999999999999;56.38095238095238;942.1666666666666;134.33333333333334;0.5
2022-03-05;Saturday;False;False;0.97125;26.75;8.11111111111111;53.05263157894737;941.6666666666666;182.0;0.0
2022-03-06;Sunday;False;False;1.645;26.0;7.826315789473684;57.05;939.6666666666666;182.16666666666666;0.0
2022-03-07;Monday;False;False;1.2533333333333334;43.55555555555556;6.876190476190477;81.28571428571429;940.0;105.71428571428571;7.314285714285714
2022-03-08;Tuesday;False;False;1.6480000000000001;184.6;8.5;68.4090909090909;943.375;152.5;0.0
2022-03-09;Wednesday;False;False;0.712;67.2;9.095454545454546;68.31818181818181;946.375;112.75;0.0
2022-03-10;Thursday;False;False;1.2333333333333334;95.11111111111111;10.813636363636364;66.19047619047619;944.8571428571429;159.57142857142858;0.6142857142857142
2022-03-11;Friday;False;False;1.682;186.0;8.99047619047619;81.7;941.375;73.75;5.1875
2022-03-12;Saturday;False;False;1.7933333333333334;224.88888888888889;8.41;69.47368421052632;941.5714285714286;188.0;0.39999999999999997
2022-03-13;Sunday;False;False;1.455;117.8;9.85;62.94736842105263;941.5;243.375;8.0125
2022-03-14;Monday;False;False;1.95;22.25;8.795;77.15789473684211;938.1666666666666;27.833333333333332;16.05
2022-03-15;Tuesday;False;False;1.23625;30.75;13.810526315789472;61.55555555555556;940.6666666666666;47.166666666666664;0.0
2022-03-16;Wednesday;False;False;1.3566666666666667;32.77777777777778;13.05909090909091;58.904761904761905;942.2857142857143;57.857142857142854;0.0
2022-03-17;Thursday;False;False;2.9387499999999998;31.625;10.631578947368421;62.888888888888886;946.3333333333334;70.33333333333333;0.325
2022-03-18;Friday;False;False;1.6444444444444446;33.22222222222222;10.109523809523811;63.65;948.8571428571429;112.42857142857143;0.0
2022-03-19;Saturday;False;False;1.1087500000000001;34.625;10.571428571428571;65.6;948.8333333333334;128.16666666666666;0.025
2022-03-20;Sunday;False;False;2.3825;78.25;10.785;66.26315789473684;947.1666666666666;70.66666666666667;0.025
2022-03-21;Monday;False;False;1.7166666666666666;56.111111111111114;9.742857142857142;84.9;945.1428571428571;93.57142857142857;19.188888888888886
2022-03-22;Tuesday;False;False;2.3166666666666664;95.55555555555556;9.175;81.3157894736842;946.4285714285714;85.42857142857143;4.455555555555556
2022-03-23;Wednesday;False;False;1.4666666666666666;34.0;8.85;74.9047619047619;946.0;80.57142857142857;1.4777777777777779
2022-03-24;Thursday;False;False;1.74;28.75;9.157142857142858;81.95;945.0;52.666666666666664;3.1750000000000003
2022-03-25;Friday;False;False;1.673;28.5;9.94090909090909;85.0952380952381;944.5;102.875;4.5
2022-03-26;Saturday;False;False;1.2890000000000001;20.6;9.754545454545454;77.14285714285714;945.0;87.25;0.030000000000000006
2022-03-27;Sunday;False;False;1.014;50.8;11.4;70.19047619047619;948.25;131.5;0.02
2022-03-28;Monday;False;False;1.18375;36.0;11.673684210526316;67.3529411764706;946.3333333333334;206.33333333333334;0.0
2022-03-29;Tuesday;False;False;1.018;33.7;12.668181818181818;68.35;939.375;176.375;1.56
2022-03-30;Wednesday;False;False;0.8859999999999999;9.8;10.7;76.14285714285714;933.875;65.5;3.37
2022-03-31;Thursday;False;False;1.4966666666666668;177.33333333333334;9.29047619047619;61.8;935.5714285714286;174.28571428571428;0.5333333333333333
2022-04-01;Friday;False;False;1.8530000000000002;5.2;7.147826086956522;51.666666666666664;940.875;267.75;0.25
2022-04-02;Saturday;False;False;1.8177777777777777;6.0;5.845454545454545;42.95;945.7142857142857;281.7142857142857;0.0
2022-04-03;Sunday;False;False;1.9600000000000002;33.3;5.675;44.77272727272727;942.625;285.375;0.0
2022-04-04;Monday;False;False;2.35;31.9;5.643478260869566;45.18181818181818;941.625;249.0;0.0
2022-04-05;Tuesday;False;False;1.533;63.9;6.704166666666667;49.63636363636363;941.5;131.625;0.0
2022-04-06;Wednesday;False;False;1.6011111111111112;195.77777777777777;9.430434782608696;63.23809523809524;942.1428571428571;260.85714285714283;0.0
2022-04-07;Thursday;False;False;1.9149999999999998;195.8;13.391666666666666;54.27272727272727;945.75;295.5;0.0
2022-04-08;Friday;False;False;2.042;211.7;11.516666666666666;67.18181818181819;945.5;235.125;0.0
2022-04-09;Saturday;False;False;1.634;197.4;13.35;72.0909090909091;944.0;198.75;0.0
2022-04-10;Sunday;False;False;1.573;77.6;15.929166666666667;64.9090909090909;942.125;246.625;0.0
2022-04-11;Monday;False;False;2.1044444444444443;59.888888888888886;15.791304347826086;55.0;937.1428571428571;233.14285714285714;0.0
2022-04-12;Tuesday;False;False;1.283;121.5;11.052173913043477;76.47619047619048;938.125;145.625;6.0
2022-04-13;Wednesday;False;True;1.101;12.4;12.865217391304347;62.42857142857143;940.875;239.625;0.06999999999999999
2022-04-14;Thursday;True;True;1.554;19.2;15.57391304347826;54.61904761904762;944.625;298.5;0.0
2022-04-15;Friday;True;False;0.8880000000000001;38.2;17.582608695652173;52.76190476190476;946.8571428571429;293.625;0.0
2022-04-16;Saturday;False;False;0.9244444444444445;40.666666666666664;19.154545454545453;44.75;946.5714285714286;291.7142857142857;0.0
2022-04-17;Sunday;False;False;0.7944444444444445;50.333333333333336;18.804545454545455;40.55;944.1428571428571;273.7142857142857;0.0
2022-04-18;Monday;False;False;1.2833333333333334;31.22222222222222;18.895238095238096;39.526315789473685;941.2857142857143;321.85714285714283;0.0
2022-04-19;Tuesday;False;False;1.433;13.6;14.208695652173914;57.95238095238095;938.125;190.875;1.5
2022-04-20;Wednesday;False;False;2.423;11.4;8.30909090909091;67.85;935.875;174.375;11.36
2022-04-21;Thursday;False;False;1.496;86.9;11.163636363636364;48.7;936.875;309.625;0.0
2022-04-22;Friday;False;False;2.036;171.2;8.618181818181817;81.7;931.5;72.625;17.29
2022-04-23;Saturday;False;False;2.748;212.6;7.595454545454545;78.6;931.875;187.25;3.088888888888889
2022-04-24;Sunday;False;False;1.236;173.4;11.871428571428572;56.578947368421055;939.0;325.57142857142856;0.0
2022-04-25;Monday;False;False;0.8833333333333333;30.555555555555557;14.257142857142856;52.78947368421053;939.7142857142857;324.42857142857144;0.06666666666666668
2022-04-26;Tuesday;False;False;1.0422222222222224;34.22222222222222;14.745454545454544;59.5;940.0;229.71428571428572;5.377777777777777
2022-04-27;Wednesday;False;False;0.9410000000000001;72.3;13.063636363636363;77.55;943.375;177.125;4.8
2022-04-28;Thursday;False;False;0.9269999999999999;42.9;12.631818181818181;77.3;946.5;168.5;1.42
2022-04-29;Friday;False;False;1.128;45.6;16.849999999999998;53.95;950.125;310.75;0.01
2022-04-30;Saturday;False;False;0.8160000000000001;74.6;17.554545454545455;59.7;948.25;234.5;1.92
2022-05-01;Sunday;False;True;1.222;54.1;19.204545454545453;52.2;945.0;306.625;0.04
2022-05-02;Monday;True;False;0.9844444444444443;40.55555555555556;14.904545454545454;64.6;940.4285714285714;161.28571428571428;3.2222222222222223
2022-05-03;Tuesday;False;False;1.8977777777777776;23.77777777777778;13.131818181818181;70.3;941.1428571428571;150.42857142857142;1.6555555555555557
2022-05-04;Wednesday;False;False;2.018;31.1;15.160869565217391;57.333333333333336;944.0;265.25;0.05
2022-05-05;Thursday;False;False;1.1179999999999999;20.2;16.712500000000002;49.36363636363637;947.25;341.25;0.0
2022-05-06;Friday;False;False;1.325;17.7;17.150000000000002;41.27272727272727;948.375;341.375;0.0
2022-05-07;Saturday;False;False;1.4220000000000002;28.3;17.729166666666668;41.81818181818182;947.625;338.5;0.0
2022-05-08;Sunday;False;False;1.017;13.5;19.691666666666666;37.90909090909091;946.375;349.5;0.0
2022-05-09;Monday;False;False;1.0130000000000001;19.7;20.808695652173913;39.142857142857146;947.375;331.875;0.0
2022-05-10;Tuesday;False;False;1.044;37.9;21.6;41.42857142857143;948.0;343.5;0.0
2022-05-11;Wednesday;False;False;1.021111111111111;44.77777777777778;22.561904761904763;41.473684210526315;945.75;314.14285714285717;0.0
2022-05-12;Thursday;False;False;1.269;56.6;22.004347826086956;38.0;946.0;316.125;0.0
2022-05-13;Friday;False;False;0.9880000000000001;54.9;22.579166666666666;39.40909090909091;947.125;339.5;0.0
2022-05-14;Saturday;False;False;1.018888888888889;20.444444444444443;22.282608695652176;45.80952380952381;944.75;259.625;0.19
2022-05-15;Sunday;False;True;1.7055555555555555;145.55555555555554;20.40909090909091;49.65;944.8571428571429;291.3333333333333;0.0
2022-05-16;Monday;True;False;1.187;82.0;20.108695652173914;47.285714285714285;946.75;342.25;0.0
2022-05-17;Tuesday;False;False;1.1866666666666665;128.11111111111111;21.668181818181818;45.05;947.375;344.2857142857143;0.0
2022-05-18;Wednesday;False;False;0.9655555555555555;18.555555555555557;24.219047619047622;40.526315789473685;945.25;333.57142857142856;0.0
2022-05-19;Thursday;False;False;1.501;54.2;25.89090909090909;35.95;945.375;323.125;0.0
2022-05-20;Friday;False;False;1.501;46.2;26.221739130434784;32.57142857142857;947.75;252.5;0.0
2022-05-21;Saturday;False;False;1.1099999999999999;24.8;26.80909090909091;33.3;946.5;278.375;0.27
2022-05-22;Sunday;False;False;1.8989999999999998;154.6;23.3;41.2;942.25;296.875;0.0
2022-05-23;Monday;False;False;1.613;167.1;21.23478260869565;48.57142857142857;940.25;316.25;0.0
2022-05-24;Tuesday;False;False;1.5379999999999998;73.8;17.952173913043477;42.95238095238095;940.0;212.25;0.0
2022-05-25;Wednesday;False;False;1.7129999999999999;11.1;16.13478260869565;42.0;946.375;365.125;0.0
2022-05-26;Thursday;False;False;1.719;26.3;18.878260869565217;38.57142857142857;949.25;354.375;0.0
2022-05-27;Friday;False;False;1.2911111111111113;19.0;23.5;31.761904761904763;947.1428571428571;379.57142857142856;0.0
2022-05-28;Saturday;False;False;1.0633333333333335;25.555555555555557;25.15;30.1;943.2857142857143;350.42857142857144;0.0
2022-05-29;Sunday;False;False;1.4266666666666667;72.77777777777777;24.29090909090909;33.2;937.7142857142857;340.0;0.0
2022-05-30;Monday;False;False;2.375;212.0;19.617391304347827;45.57142857142857;938.375;296.75;0.0
2022-05-31;Tuesday;False;False;1.1549999999999998;127.3;22.034782608695654;40.95238095238095;941.625;351.25;0.0
2022-06-01;Wednesday;False;False;1.5766666666666667;158.88888888888889;23.32608695652174;33.95238095238095;943.1428571428571;347.42857142857144;0.0
2022-06-02;Thursday;False;False;1.292;161.2;22.412499999999998;43.95454545454545;941.875;301.625;0.0
2022-06-03;Friday;False;False;1.4449999999999998;171.3;22.125;39.68181818181818;941.75;337.75;0.0
2022-06-04;Saturday;False;False;1.541;160.5;21.025000000000002;40.68181818181818;943.25;337.125;0.0
2022-06-05;Sunday;False;False;1.268;127.1;22.224999999999998;38.18181818181818;946.625;362.75;0.0
2022-06-06;Monday;False;False;1.285;121.9;23.64761904761905;34.85;946.375;326.0;0.0
2022-06-07;Tuesday;False;False;1.291;80.5;25.295454545454547;35.5;945.25;357.875;0.0
2022-06-08;Wednesday;False;False;1.8170000000000002;185.9;24.08181818181818;40.9;944.25;295.375;0.0
2022-06-09;Thursday;False;False;1.348888888888889;12.666666666666666;25.83809523809524;41.578947368421055;945.2857142857143;358.42857142857144;0.0
2022-06-10;Friday;False;False;1.233;18.4;27.54285714285714;28.789473684210527;946.625;357.875;0.0
2022-06-11;Saturday;False;False;1.3539999999999999;45.4;29.263636363636362;30.85;945.875;338.875;0.0
2022-06-12;Sunday;False;False;1.25;35.2;28.963636363636365;26.65;946.5;279.0;0.0
2022-06-13;Monday;False;False;1.204;75.0;29.981818181818184;22.85;944.875;326.875;0.0
2022-06-14;Tuesday;False;False;1.186;58.2;31.254545454545454;23.7;943.25;318.0;0.0
2022-06-15;Wednesday;False;False;1.34;40.0;31.25;24.333333333333332;945.5;277.8333333333333;0.0
2022-06-16;Thursday;False;False;1.29625;22.125;31.235000000000003;26.944444444444443;946.3333333333334;258.8333333333333;0.21250000000000002
2022-06-17;Friday;False;False;1.7570000000000001;41.7;30.56086956521739;31.19047619047619;945.625;316.125;0.0
2022-06-18;Saturday;False;False;1.6510000000000002;57.1;31.395652173913046;23.095238095238095;941.75;306.875;0.05
2022-06-19;Sunday;False;False;2.225;221.7;23.14090909090909;39.2;939.25;362.125;0.0
2022-06-20;Monday;False;False;1.768;179.2;22.291304347826088;41.23809523809524;939.25;289.625;0.0
2022-06-21;Tuesday;False;False;1.4422222222222223;172.66666666666666;21.445454545454545;34.0;938.4285714285714;315.85714285714283;0.0
2022-06-22;Wednesday;False;False;2.128888888888889;204.0;19.277272727272727;43.75;938.8571428571429;339.14285714285717;0.0
2022-06-23;Thursday;False;False;2.07;211.11111111111111;19.247619047619047;53.526315789473685;940.8571428571429;252.42857142857142;0.35555555555555557
2022-06-24;Friday;False;False;1.5122222222222221;205.0;20.219047619047622;47.0;941.7142857142857;372.7142857142857;0.0
2022-06-25;Saturday;False;False;1.8555555555555554;214.77777777777777;21.257142857142856;41.473684210526315;939.1428571428571;349.57142857142856;0.0
2022-06-26;Sunday;False;False;1.6244444444444446;192.88888888888889;21.925;29.5;937.8571428571429;369.0;0.0
2022-06-27;Monday;False;False;1.2444444444444445;20.0;22.425;34.111111111111114;940.8571428571429;339.7142857142857;0.0
2022-06-28;Tuesday;False;False;1.3333333333333333;54.55555555555556;23.352631578947367;36.470588235294116;943.4285714285714;359.14285714285717;0.0
2022-06-29;Wednesday;False;False;1.5211111111111113;81.44444444444444;25.240000000000002;27.055555555555557;940.0;356.42857142857144;0.0
2022-06-30;Thursday;False;False;1.5366666666666666;163.22222222222223;23.905;32.05555555555556;939.0;335.0;0.0
2022-07-01;Friday;False;False;1.4233333333333333;29.22222222222222;24.009999999999998;37.166666666666664;942.1428571428571;354.0;0.0
2022-07-02;Saturday;False;False;1.491111111111111;84.77777777777777;27.736842105263158;44.529411764705884;942.5714285714286;335.57142857142856;0.0
2022-07-03;Sunday;False;False;1.7133333333333334;159.66666666666666;28.46;40.111111111111114;942.8571428571429;348.42857142857144;0.0
2022-07-04;Monday;False;False;1.1900000000000002;139.0;27.935000000000002;31.666666666666668;942.8571428571429;355.0;0.0
2022-07-05;Tuesday;False;False;1.3877777777777778;70.11111111111111;28.331578947368417;25.823529411764707;942.4285714285714;361.57142857142856;0.0
2022-07-06;Wednesday;False;False;1.8844444444444446;42.888888888888886;25.45263157894737;45.64705882352941;944.1428571428571;287.85714285714283;3.022222222222222
2022-07-07;Thursday;False;False;2.022;30.5;24.54736842105263;38.94117647058823;948.875;362.75;0.0
2022-07-08;Friday;False;False;1.4529999999999998;34.5;26.478947368421053;32.88235294117647;948.375;356.625;0.0
2022-07-09;Saturday;False;False;1.1211111111111112;21.11111111111111;29.257894736842104;29.941176470588236;946.2857142857143;365.57142857142856;0.0
2022-07-10;Sunday;False;False;1.2033333333333334;23.666666666666668;30.50526315789474;26.647058823529413;943.0;358.42857142857144;0.0
2022-07-11;Monday;False;False;1.23375;38.25;30.561111111111114;27.25;940.0;282.0;0.0
2022-07-12;Tuesday;False;False;1.2825;30.875;31.450000000000003;25.125;943.6666666666666;335.1666666666667;0.0
2022-07-13;Wednesday;False;False;0.9877777777777779;49.22222222222222;32.0;25.705882352941178;945.8571428571429;308.0;0.0
2022-07-14;Thursday;False;False;1.4277777777777778;33.77777777777778;33.55263157894737;20.5;944.7142857142857;314.42857142857144;0.0
2022-07-15;Friday;False;False;1.4300000000000002;46.111111111111114;32.660000000000004;18.764705882352942;942.5714285714286;333.14285714285717;0.0
